"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
69090,"Pagurus ochotensis","Alaskan hermit",1984,69090,"Pagurus ochotensis","Alaskan hermit",97,"hermits","Hermit crabs",69090,"Pagurus ochotensis","Alaskan hermit",93,"Hermit crabs",69090,"Pagurus ochotensis","Alaskan hermit",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","ochotensis",6183060202,69090,1,"Pagurus ochotensis (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060202,"Pagurus ochotensis (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
69095,"Pagurus rathbuni","longfinger hermit",1984,69095,"Pagurus rathbuni","longfinger hermit",97,"hermits","Hermit crabs",69095,"Pagurus rathbuni","longfinger hermit",93,"Hermit crabs",69095,"Pagurus rathbuni","longfinger hermit",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","rathbuni",6183060225,69095,1,"Pagurus rathbuni (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060225,"Pagurus rathbuni (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
69100,"Pagurus tanneri","longhand hermit",1984,69100,"Pagurus tanneri","longhand hermit",97,"hermits","Hermit crabs",69100,"Pagurus tanneri","longhand hermit",93,"Hermit crabs",69100,"Pagurus tanneri","longhand hermit",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","tanneri",6183060217,69100,1,"Pagurus tanneri (Longhand hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060217,"Pagurus tanneri (Longhand hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
69110,"Elassochirus tenuimanus","widehand hermit crab",1984,69110,"Elassochirus tenuimanus","widehand hermit crab",97,"hermits","Hermit crabs",69110,"Elassochirus tenuimanus","widehand hermit crab",93,"Hermit crabs",69110,"Elassochirus tenuimanus","widehand hermit crab",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Elassochirus","tenuimanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80015,"Evasterias troschelii","mottled sea star",1984,80015,"Evasterias troschelii","mottled sea star",93,"sea_stars","Sea stars",80015,"Evasterias troschelii","mottled sea star",89,"Sea stars",80015,"Evasterias troschelii","mottled sea star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Evasterias","troschelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80018,"Diamphiodia occidentalis",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80018,"Diamphiodia occidentalis","",91,"Brittle stars","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Diamphiodia","occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80020,"Evasterias echinosoma","giant sea star",1984,80020,"Evasterias echinosoma","giant sea star",93,"sea_stars","Sea stars",80020,"Evasterias echinosoma","giant sea star",89,"Sea stars",80020,"Evasterias echinosoma","giant sea star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Evasterias","echinosoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80105,"Orthasterias sp.",NA,1984,NA,NA,NA,NA,NA,NA,80105,"Orthasterias sp.","(blank)",89,"Sea stars",80105,"Orthasterias sp.","",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Orthasterias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80106,"Orthasterias koehleri","redbanded sea star",1984,80106,"Orthasterias koehleri","redbanded sea star",93,"sea_stars","Sea stars",80106,"Orthasterias koehleri","redbanded sea star",89,"Sea stars",80106,"Orthasterias koehleri","redbanded sea star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Orthasterias","koehleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80110,"Leptasterias groenlandica",NA,1984,80110,"Leptasterias groenlandica","(blank)",93,"sea_stars","Sea stars",80110,"Leptasterias groenlandica","(blank)",89,"Sea stars",80110,"Leptasterias groenlandica","",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","groenlandica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80111,"Leptasterias hexactis",NA,1984,80111,"Leptasterias hexactis","(blank)",93,"sea_stars","Sea stars",80111,"Leptasterias hexactis","(blank)",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","hexactis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80112,"Leptasterias hylodes","Aleutian sea star",1984,80112,"Leptasterias hylodes","Aleutian sea star",93,"sea_stars","Sea stars",80112,"Leptasterias hylodes","Aleutian sea star",89,"Sea stars",80112,"Leptasterias hylodes","Aleutian sea star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","hylodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80120,"Rathbunaster californicus",NA,1984,NA,NA,NA,NA,NA,NA,80120,"Rathbunaster californicus","(blank)",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Forcipulatida","Labidiasteridae","Rathbunaster","californicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80160,"Pycnopodia helianthoides","sunflower sea star",1984,80160,"Pycnopodia helianthoides","sunflower sea star",93,"sea_stars","Sea stars",80160,"Pycnopodia helianthoides","sunflower sea star",89,"Sea stars",80160,"Pycnopodia helianthoides","sunflower sea star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pycnopodia","helianthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80170,"Stylasterias forreri","long-rayed star",1984,NA,NA,NA,NA,NA,NA,80170,"Stylasterias forreri","long-rayed star",89,"Sea stars",80170,"Stylasterias forreri","long-rayed star",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Stylasterias","forreri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80171,"Stylasterias sp.",NA,1984,NA,NA,NA,NA,NA,NA,80171,"Stylasterias sp.","(blank)",89,"Sea stars",80171,"Stylasterias sp.","",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Stylasterias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75244,"Macoma secta","white-sand Macoma",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma","secta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75247,"Macoma brota","heavy Macoma",1984,75247,"Macoma brota","heavy macoma",107,"bivalves","Bivalves",75247,"Macoma brota","heavy macoma",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma","brota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75264,"Siliqua sp.",NA,1984,75264,"Siliqua sp.","(blank)",107,"bivalves","Bivalves",75264,"Siliqua sp.","(blank)",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Pharidae","Siliqua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75266,"Siliqua patula","Pacific razor",1984,75266,"Siliqua patula","Pacific razor",107,"bivalves","Bivalves",75266,"Siliqua patula","Pacific razor",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Pharidae","Siliqua","patula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75267,"Siliqua alta","Alaska razor",1984,75267,"Siliqua alta","Alaska razor",107,"bivalves","Bivalves",75267,"Siliqua alta","Alaska razor",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Pharidae","Siliqua","alta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75284,"Serripes sp.",NA,1984,75284,"Serripes sp.","(blank)",107,"bivalves","Bivalves",75284,"Serripes sp.","(blank)",102,"Bivalves",75284,"Serripes sp.","",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Cardiidae","Serripes",NA,5515220200,75284,NA,"Cardiidae Serripes sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,5515220200,"Cardiidae Serripes sp.","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
75285,"Serripes groenlandicus","Greenland cockle",1984,75285,"Serripes groenlandicus","Greenland cockle",107,"bivalves","Bivalves",75285,"Serripes groenlandicus","Greenland cockle",102,"Bivalves",75285,"Serripes groenlandicus","Greenland cockle",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Cardiidae","Serripes","groenlandicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75286,"Serripes laperousii","broad cockle",1984,75286,"Serripes laperousii","broad cockle",107,"bivalves","Bivalves",75286,"Serripes laperousii","broad cockle",102,"Bivalves",75286,"Serripes laperousii","broad cockle",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Cardiidae","Serripes","laperousii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75332,"Mya arenaria","softshell",1984,75332,"Mya arenaria","softshell",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,75332,"Mya arenaria","softshell",103,"Bivalves","Mollusca","Bivalvia","Myoida","Myidae","Mya","arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75333,"Mya truncata","truncate softshell",1989,75333,"Mya truncata","truncate softshell",107,"bivalves","Bivalves",75333,"Mya truncata","truncate softshell",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Myoida","Myidae","Mya","truncata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75335,"Mya pseudoarenaria","false softshell",1989,75335,"Mya pseudoarenaria","false softshell",107,"bivalves","Bivalves",75335,"Mya pseudoarenaria","false softshell",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Myoida","Myidae","Mya","pseudoarenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75372,"Xylophaga californica",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Myoida","Pholadidae","Xylophaga","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75381,"Teredinidae","shipworm unid.",1989,75381,"Shipworm unident.","Teredinidae",107,"bivalves","Bivalves",75381,"Teredinidae","shipworm unid.",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Myoida","Teredinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75382,"Bankia setacea","feathery shipworm",1989,NA,NA,NA,NA,NA,NA,75382,"Bankia setacea","feathery shipworm",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Myoida","Teredinidae","Bankia","setacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75410,"Lyonsia arenosa","sandy Lyonsia",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Pholadomyoida","Lyonsiidae","Lyonsia","arenosa",5520050201,75410,NA,"clam Lyonsia arenosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,5520050201,"clam Lyonsia arenosa","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
75551,"Cardiomya sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Pholadomyoida","Cuspidariidae","Cardiomya",NA,5520100100,75551,1,"Cardiomya sp. (clam)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5520100100,"Cardiomya sp. (clam)","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
75600,"Pododesmus macrochisma","Alaska falsejingle",1984,75600,"Pododesmus macroschisma","Alaska falsejingle",107,"bivalves","Bivalves",75600,"Pododesmus macrochisma","Alaska falsejingle",102,"Bivalves",75600,"Pododesmus macrochisma","Alaska falsejingle",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Anomiidae","Pododesmus","macrochisma",5509090101,75600,1,"Pododesmus macrochisma (rock jingle)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5509090101,"Pododesmus macrochisma (rock jingle)","Nuculoida_clam","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
75605,"Pododesmus sp.",NA,1984,75605,"Pododesmus sp.","(blank)",107,"bivalves","Bivalves",75605,"Pododesmus sp.","(blank)",102,"Bivalves",75605,"Pododesmus sp.","",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Anomiidae","Pododesmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75609,"Anomia sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Ostreoida","Anomiidae","Anomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75610,"Anomiidae","falsejingle unid.",1984,75610,"Anomiidae","falsejingles unident.",107,"bivalves","Bivalves",75610,"Anomiidae","falsejingles unid.",102,"Bivalves",75610,"Anomiidae","falsejingle unid.",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Anomiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77000,"Scaphopoda","scaphopod unid.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Scaphopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77011,"Dentalium sp.",NA,1984,77011,"Dentalium sp.","(blank)",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,77011,"Dentalium sp.","",103,"Bivalves","Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Dentalium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77012,"Rhabdus dalli","Dall tuskshell",1984,77012,"Rhabdus dalli","Dall tuskshell",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Scaphopoda","Dentaliida","Rhabdidae","Rhabdus","dalli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77102,"Compressidens stearnsii","Stearns toothshell",1984,NA,NA,NA,NA,NA,NA,77102,"Compressidens stearnsii","Stearns toothshell",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Scaphopoda","Gadilida",NA,"Compressidens","stearnsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78000,"Cephalopoda","cephalopod unid.",2010,78000,"Cephalopoda unident.","cephalopod unident.",77,"octopus","Octopi ",78000,"Cephalopoda","cephalopod unid.",0,"Octopi ",78000,"Cephalopoda","cephalopod unid.",0,"Gen Cephalopod","Mollusca","Cephalopoda",NA,NA,NA,NA,5.7e+09,78000,1,"Cephalopoda (squid and octopus)",0,NA,"MISC. PREY","Gen. Cephalopod","Gen. Cephalopod",NA,"CEPHALOPOD",NA,"CEPHALOPOD",5.7e+09,"Cephalopoda (squid and octopus)","General_Cephalopod","Misc Cephalopoda","Other","Gen. Cephalopod","Forage.fish","Squids","squids","Squid","fish_other","squids"
78010,"Octopodidae","octopus unid.",1984,78010,"Octopodidae","octopus unident.",77,"octopus","Octopi ",78010,"Octopodidae","octopus unid.",73,"Octopi ",78010,"Octopodidae","octopus unid.",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Octopodidae",NA,NA,5708010000,78010,1,"Octopodidae (octopus)",0,NA,"MISC. PREY","Octopus","Octopus",NA,"CEPHALOPOD",NA,"Octopus",5708010000,"Octopodidae (octopus)","Octopoda","Octopoda","Octopoda","Octopus","Octopus","Motile.epifauna","benthos","Octopus","benthos","Octopus"
78011,NA,"pelagic octopus unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78011,"(blank)","pelagic octopus unid.",74,"Octopi ","Mollusca","Cephalopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78012,"Benthoctopus leioderma","smoothskin octopus",1989,78012,"Benthoctopus leioderma","smoothskin octopus",77,"octopus","Octopi ",78012,"Benthoctopus leioderma","smoothskin octopus",73,"Octopi ",78012,"Benthoctopus leioderma","smoothskin octopus",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Octopodidae","Benthoctopus","leioderma",5708010199,78012,1,"Benthoctopus leioderma",0,NA,"MISC. PREY","Octopus","Octopus",NA,"CEPHALOPOD",NA,"Octopus",5708010199,"Benthoctopus leioderma","Octopoda","Octopoda","Octopoda","Octopus","Octopus","Motile.epifauna","benthos","Octopus","benthos","Octopus"
78030,"Opisthoteuthis californiana","flapjack devilfish",1991,NA,NA,NA,NA,NA,NA,78030,"Opisthoteuthis californiana","flapjack devilfish",73,"Octopi ",78030,"Opisthoteuthis californiana","flapjack devilfish",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis","californiana",5708070101,78030,NA,"flapjack devilfish Opisthoteuthis californiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,5708070101,"flapjack devilfish Opisthoteuthis californiana","Octopoda","Octopoda","Octopoda","Octopus","Octopus","Motile.epifauna","benthos","Octopus","benthos","Octopus"
78403,"Enteroctopus dofleini","giant octopus",1984,78403,"Octopus dofleini","giant octopus",77,"octopus","Octopi ",78403,"Enteroctopus dofleini","giant octopus",73,"Octopi ",78403,"Enteroctopus dofleini","giant octopus",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Octopodidae","Enteroctopus","dofleini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74650,"Cardita sp.",NA,1984,74650,"Cardita sp.","(blank)",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,74650,"Cardita sp.","",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Carditidae","Cardita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74653,"Cyclocardia ventricosa","stout Cyclocardia",1984,NA,NA,NA,NA,NA,NA,74653,"Cyclocardia ventricosa","stout cyclocardia",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Carditidae","Cyclocardia","ventricosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74654,"Cyclocardia crassidens","thick carditid",1984,74654,"Cyclocardia crassidens","thick carditid",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,74654,"Cyclocardia crassidens","thick carditid",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Carditidae","Cyclocardia","crassidens",5515170105,74654,1,"Cyclocardia crassidens",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5515170105,"Cyclocardia crassidens","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
74655,"Cyclocardia crebricostata","many-rib Cyclocardia",1984,74655,"Cyclocardia crebricostata","many-rib cyclocardia",107,"bivalves","Bivalves",74655,"Cyclocardia crebricostata","many-rib cyclocardia",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Carditidae","Cyclocardia","crebricostata",5515170102,74655,1,"Cyclocardia crebricostata (thickribbed cardita)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5515170102,"Cyclocardia crebricostata (thickribbed cardita)","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
74656,"Cyclocardia sp.",NA,1989,74656,"Cyclocardia sp.","(blank)",107,"bivalves","Bivalves",74656,"Cyclocardia sp.","(blank)",102,"Bivalves",74656,"Cyclocardia sp.","",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Carditidae","Cyclocardia",NA,5515170100,74656,1,"Cyclocardia sp. (cardita clam)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5515170100,"Cyclocardia sp. (cardita clam)","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
74712,"Vesicomya pacifica",NA,1984,74712,"Vesicomya pacifica","(blank)",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Vesicomyidae","Vesicomya","pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74801,"Lasaeidae",NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Lasaeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74803,"Kellia laperousii","La Perouse kellyclam",1989,74803,"Kellia laperousii","La Perouse kellyclam",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Veneroida","Lasaeidae","Kellia","laperousii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74980,"Clinocardium sp.",NA,1989,74980,"Clinocardium sp.","(blank)",107,"bivalves","Bivalves",74980,"Clinocardium sp.","(blank)",102,"Bivalves",74980,"Clinocardium sp.","",103,"Bivalves","Mollusca","Bivalvia","Veneroida","Cardiidae","Clinocardium",NA,5515220100,74980,1,"Clinocardium sp. (cockle)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5515220100,"Clinocardium sp. (cockle)","Veneroida","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
74981,NA,"cockle unid.",1984,74981,"(blank)","cockle unident.",107,"bivalves","Bivalves",74981,"(blank)","cockle unid.",102,"Bivalves",74981,"(blank)","cockle unid.",103,"Bivalves","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
