SPECIES_CODE,SPECIES_NAME,COMMON_NAME,ECOPATH_Name.goa,EGOA,FINAL_GOA,wgoa.wt,egoa.wt,PHYLUM_TAXON,CLASS_TAXON,ORDER_TAXON,FAMILY_TAXON,GENUS_TAXON,SPECIES_TAXON
23622,Scopelosaurus adleri,Adler waryfish,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,1.024109981,0,Chordata,Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,adleri
23657,Alepisaurus ferox,longnose lancetfish,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,5.402397584,9.354930382,Chordata,Actinopterygii,Aulopiformes,Alepisauridae,Alepisaurus,ferox
23700,Platytroctidae,tubeshoulder unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,NA,NA
23709,Mentodus eubranchus,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Mentodus,eubranchus
23710,Sagamichthys abei,shining tubeshoulder,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,1.318617943,3.214396272,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Sagamichthys,abei
23711,Holtbyrnia sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Holtbyrnia,NA
23712,Holtbyrnia innesi,lanternjaw tubeshoulder,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Holtbyrnia,innesi
23720,Mirorictus taningi,striped tubeshoulder,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Mirorictus,taningi
23791,Cryptacanthodes aleutensis,dwarf wrymouth,Misc. fish shallow,Shelf_forage_fish,Shelf_forage_fish,13.62480031,8.161945954,Chordata,Actinopterygii,Perciformes,Cryptacanthodidae,Cryptacanthodes,aleutensis
23792,Cryptacanthodes giganteus,giant wrymouth,Misc. fish shallow,NA,Shelf_forage_fish,23971.92741,770.0795164,Chordata,Actinopterygii,Perciformes,Cryptacanthodidae,Cryptacanthodes,giganteus
23800,Stichaeidae,prickleback unid.,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,276.6099832,1.697103157,Chordata,Actinopterygii,Perciformes,Stichaeidae,NA,NA
23801,Lumpenus sp.,NA,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,1.322469962,0.086317599,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,NA
23802,Plectobranchus evides,bluebarred prickleback,NA,NA,Shelf_forage_fish,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Plectobranchus,evides
23803,Eumesogrammus praecisus,fourline snakeblenny,NA,Shelf_forage_fish,Shelf_forage_fish,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Eumesogrammus,praecisus
23804,Stichaeus punctatus,Arctic shanny,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,2.941803767,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Stichaeus,punctatus
23805,Leptoclinus maculatus,daubed shanny,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,51.14328235,0.740945218,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,maculatus
23806,Anisarchus medius,stout eelblenny,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,0.08792437,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,medius
23807,Lumpenus fabricii,slender eelblenny,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,76.68985814,2.794236379,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,fabricii
23808,Lumpenus sagitta,snake prickleback,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,1092.569921,45.62809116,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,sagitta
23809,Acantholumpenus mackayi,pighead prickleback,Oth. managed forage,NA,Shelf_forage_fish,1.924612912,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Acantholumpenus,mackayi
23836,Lumpenella longirostris,longsnout prickleback,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,15751.00527,350.3863326,Chordata,Actinopterygii,Perciformes,Stichaeidae,Lumpenella,longirostris
23840,Chirolophis sp.,NA,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,12.12400952,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,NA
23841,Chirolophis decoratus,decorated warbonnet,Oth. managed forage,NA,Shelf_forage_fish,61.12387255,2.930847063,Chordata,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,decoratus
23843,Chirolophis snyderi,bearded warbonnet,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,60.31457762,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,snyderi
23844,Chirolophis tarsodes,matcheek warbonnet,Oth. managed forage,NA,Shelf_forage_fish,1.752725488,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,tarsodes
23850,Poroclinus rothrocki,whitebarred prickleback,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,14.73697998,2.299613842,Chordata,Actinopterygii,Perciformes,Stichaeidae,Poroclinus,rothrocki
23851,Chirolophis nugator,mosshead warbonnet,NA,NA,Shelf_forage_fish,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,nugator
23861,Bryozoichthys lysimus,nutcracker prickleback,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,5.298666589,2.155312454,Chordata,Actinopterygii,Perciformes,Stichaeidae,Bryozoichthys,lysimus
23862,Bryozoichthys marjorius,pearly prickleback,Oth. managed forage,NA,Shelf_forage_fish,19.56494481,41.37332652,Chordata,Actinopterygii,Perciformes,Stichaeidae,Bryozoichthys,marjorius
23863,Bryozoichthys sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Bryozoichthys,NA
23865,Anoplarchus purpurescens,high cockscomb,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Anoplarchus,purpurescens
23866,Anoplarchus insignis,slender cockscomb,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Stichaeidae,Anoplarchus,insignis
23871,Pholidae,gunnel unid.,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,0,1.012962476,Chordata,Actinopterygii,Perciformes,Pholidae,NA,NA
23872,Pholis sp.,NA,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,NA
23873,Pholis laeta,crescent gunnel,Oth. managed forage,Shelf_forage_fish,Shelf_forage_fish,4.309560031,0,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,laeta
23900,Stromateidae,butterfish unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Stromateidae,NA,NA
23911,Peprilus simillimus,Pacific pompano,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Stromateidae,Peprilus,simillimus
23915,Icichthys lockingtoni,medusafish,NA,Shelf_demersals,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Centrolophidae,Icichthys,lockingtoni
23932,Trachipterus altivelis,king-of-the-salmon,Misc. fish shallow,NA,Miscellaneous_deep_sea_fish,299.1217257,87.90006291,Chordata,Actinopterygii,Lampridiformes,Trachipteridae,Trachipterus,altivelis
23933,Desmodema lorum,whiptail ribbonfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lampridiformes,Trachipteridae,Desmodema,lorum
23940,Trichiuridae,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Trichiuridae,NA,NA
23942,Benthodesmus pacificus,North Pacific frostfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Trichiuridae,Benthodesmus,pacificus
23943,Benthodesmus sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Trichiuridae,Benthodesmus,NA
23944,Aphanopus arigato,Pacific black scabbardfish,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,13.89160933,0,Chordata,Actinopterygii,Perciformes,Trichiuridae,Aphanopus,arigato
23945,Lepidopus fitchi,scabbardfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Trichiuridae,Lepidopus,fitchi
23950,Anguilliformes,eel unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Anguilliformes,NA,NA,NA
23952,NA,leptocephalus unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Anguilliformes,NA,NA,NA
23958,Opisthoproctidae,spookfish unid.,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,7.924545723,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,NA,NA
23960,Dolichopteryx sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,Dolichopteryx,NA
23961,Dolichopteryx longipes,brownsnout spookfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,Dolichopteryx,longipes
23962,Macropinna microstoma,barreleye,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,10.08867835,2.735863554,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,Macropinna,microstoma
23963,Bathylychnops sp.,NA,NA,Miscellaneous_deep-sea_fish,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,Bathylychnops,NA
23964,Bathylychnops exilis,javelin spookfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Opisthoproctidae,Bathylychnops,exilis
23970,Gigantura indica,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Aulopiformes,Giganturidae,Gigantura,indica
24001,Zaprora silenus,prowfish,Misc. fish shallow,Shelf_demersals,Shelf_demersals,209283.6164,11623.01417,Chordata,Actinopterygii,Perciformes,Zaproridae,Zaprora,silenus
24100,Zoarcidae,eelpout unid.,Eelpouts,Slope_demersals,Slope_demersals,1361.573901,322.945352,Chordata,Actinopterygii,Perciformes,Zoarcidae,NA,NA
24109,Bothrocara sp. cf. brunneum group,NA,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,sp. cf. brunneum group
24110,Bothrocara brunneum,twoline eelpout,Eelpouts,Slope_demersals,Slope_demersals,194.2278836,586.0634092,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,brunneum
24111,Bothrocara pusillum,Alaska eelpout,Eelpouts,NA,Slope_demersals,23.42426308,3.166493356,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,pusillum
24112,Bothrocara zestum,western eelpout,Eelpouts,Slope_demersals,Slope_demersals,0,211.4017982,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,zestum
24114,Bothrocara nyx,shadow eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,nyx
24115,Bothrocara hollandi,Japan-sea eelpout,Eelpouts,NA,Slope_demersals,0,52.69087516,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,hollandi
24116,Bothrocara brunneum (juvenile),twoline eelpout (juvenile),NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,brunneum
24120,Bothrocara molle,soft eelpout,Eelpouts,NA,Slope_demersals,2.448791553,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,molle
24130,Lycenchelys crotalinus,snakehead eelpout,Eelpouts,Slope_demersals,Slope_demersals,173.2843876,31.53888346,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,crotalinus
24140,Lycodes cortezianus,bigfin eelpout,Eelpouts,Slope_demersals,Slope_demersals,161.9832844,1144.604296,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,cortezianus
24150,Lycenchelys sp.,NA,Eelpouts,Slope_demersals,Slope_demersals,0,1.767277196,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,NA
24151,Lycenchelys jordani,shortjaw eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,jordani
24152,Lycenchelys camchatica,Kamchatka eelpout,Eelpouts,NA,Slope_demersals,17.19213889,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,camchatica
24153,Lycenchelys ratmanovi,NA,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,ratmanovi
24158,Lycodapus endemoscotus,deepwater eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,endemoscotus
24160,Lycodapus fierasfer,blackmouth eelpout,Eelpouts,Slope_demersals,Slope_demersals,0.815330829,1.61562103,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,fierasfer
24165,Lycodapus dermatinus,looseskin eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,dermatinus
24166,Lycodapus psarostomatus,specklemouth eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,psarostomatus
24167,Lycodapus pachysoma,stout eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,pachysoma
24170,Lycodapus mandibularis,pallid eelpout,Eelpouts,NA,Slope_demersals,0,1.234537986,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,mandibularis
24180,Lycodes sp.,NA,Eelpouts,Slope_demersals,Slope_demersals,7.391215074,108.996554,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,NA
24181,Lycodes rossi,threespot eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,rossi
24182,Lycodes soldatovi,dipline eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,soldatovi
24183,Lycodes akuugun,bicolor eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,akuugun
24184,Lycodes raridens,marbled eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,raridens
24185,Lycodes palearis,wattled eelpout,Eelpouts,Slope_demersals,Slope_demersals,24459.74568,9848.651903,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,palearis
24186,Lycodes mucosus,saddled eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,mucosus
24187,Lycodes concolor,ebony eelpout,Eelpouts,Slope_demersals,Slope_demersals,83.30286682,1.608400396,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,concolor
24188,Lycodes polaris,Canadian eelpout,Eelpouts,Slope_demersals,Slope_demersals,6.194727716,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,polaris
24189,Lycodes turneri,polar eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,turneri
24190,Lycodes diapterus,black eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,diapterus
24191,Lycodes brevipes,shortfin eelpout,Eelpouts,Slope_demersals,Slope_demersals,19767.62431,3625.807851,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,brevipes
24192,Gymnelus viridis,fish doctor,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Gymnelus,viridis
24193,Gymnelus sp.,NA,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Gymnelus,NA
24194,Gymnelus hemifasciatus,halfbarred eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Gymnelus,hemifasciatus
24195,Lycodes beringi,Bering eelpout,Eelpouts,NA,Slope_demersals,1287.508181,177.7804063,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,beringi
24196,Lycodes seminudus,longear eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,seminudus
24197,Lycodes reticulatus,Arctic eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,reticulatus
24200,Lycodes pacificus,blackbelly eelpout,Eelpouts,Slope_demersals,Slope_demersals,219.2966113,1712.925118,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,pacificus
24220,Bothrocara sp.,NA,Eelpouts,Slope_demersals,Slope_demersals,56.06729328,43.67599483,Chordata,Actinopterygii,Perciformes,Zoarcidae,Bothrocara,NA
24221,Pachycara lepinium,scalynape eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Pachycara,lepinium
24230,Lycodapus sp.,NA,Eelpouts,Slope_demersals,Slope_demersals,0.324961628,2.920853466,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,NA
24231,Lycodapus poecilus,variform eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,poecilus
24232,Lycodapus parviceps,smallhead eelpout,Eelpouts,NA,Slope_demersals,0.598497344,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,parviceps
24233,Lycodapus grossidens,bigtooth eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,grossidens
24234,Lycodapus leptus,slender eelpout,NA,Slope_demersals,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodapus,leptus
24240,Lycodema barbatum,bearded eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lyconema,barbatum
24393,Melanostigma pammelas,midwater eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Melanostigma,pammelas
24394,Puzanovia rubra,coral eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Puzanovia,rubra
24395,Nalbantichthys elongatus,thinskin eelpout,NA,NA,Slope_demersals,0,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Nalbantichthys,elongatus
24404,Gibbonsia metzi,striped kelpfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,metzi
25100,Acipenseridae,sturgeon unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,NA,NA
25120,Acipenser medirostris,green sturgeon,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,medirostris
26050,Malacosteinae,loosejaw unid.,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,0.528448456,Chordata,Actinopterygii,Stomiiformes,Stomiidae,NA,NA
26051,Photonectes margarita,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Photonectes,margarita
26053,Aristostomias scintillans,shining loosejaw,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,1.717549506,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Aristostomias,scintillans
26060,Neonesthes capensis,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Neonesthes,capensis
27020,Lampris guttatus,opah,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lampridiformes,Lamprididae,Lampris,guttatus
27028,Stylephorus chordatus,tube-eye,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lampridiformes,Stylephoridae,Stylephorus,chordatus
27050,Synodontidae,lizardfish unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Aulopiformes,Synodontidae,NA,NA
27051,Synodus lucioceps,California lizardfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,lucioceps
28001,Facciolella gilbertii,dogface witch-eel,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,Facciolella,gilbertii
28002,Venefica sp.,whipsnout eels,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,Venefica,NA
28532,Howella sherborni,Sherborn cardinalfish,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,1.179316982,0,Chordata,Actinopterygii,Perciformes,Howellidae,Howella,sherborni
28533,Howella brodiei,pelagic basslet,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Howellidae,Howella,brodiei
28700,Pseudopentaceros wheeleri,North Pacific pelagic armorhead,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pseudopentaceros,wheeleri
29990,Eurypharynx pelecanoides,umbrellamouth gulper,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,pelecanoides
29996,Saccopharynx sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,NA
29997,Saccopharynx lavenbergi,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,lavenbergi
29999,NA,roundfish unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,NA,NA,NA,NA
30000,Scorpaenidae,scorpionfish and rockfish unid.,NA,MISC_NA,ZERO,0,0,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,NA,NA
30010,Sebastolobus sp.,thornyhead unid.,Other Sebastes,Thornyheads,Thornyheads,0,4.586191257,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastolobus,NA
30020,Sebastolobus alascanus,shortspine thornyhead,Shortspine Thorns,Thornyheads,Thornyheads,2188417.495,1270421.127,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastolobus,alascanus
30025,Sebastolobus macrochir,broadfin thornyhead,Other Sebastes,Thornyheads,Thornyheads,15.81372661,0.235454171,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastolobus,macrochir
30030,Sebastolobus altivelis,longspine thornyhead,Other Sebastes,Thornyheads,Thornyheads,16468.8479,38090.43131,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastolobus,altivelis
30035,Adelosebastes latens,Aleutian scorpionfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Adelosebastes,latens
30040,Sebastes sp.,rockfish unid.,Other Sebastes,MISC_NA,MISC_NA,928.1043471,1404.657176,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA
30045,Sebastes umbrosus,honeycomb rockfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,umbrosus
30050,NA,rougheye and blackspotted rockfish unid.,Rougheye Rock,NA,Slope_rockfish,1062390.388,327717.5931,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA
30051,Sebastes aleutianus,rougheye rockfish,Rougheye Rock,Slope_rockfish,Slope_rockfish,288332.6887,217595.6235,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,aleutianus
30052,Sebastes melanostictus,blackspotted rockfish,Rougheye Rock,Slope_rockfish,Slope_rockfish,321063.0793,142042.9289,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,melanostictus
30060,Sebastes alutus,Pacific ocean perch,POP,POP,POP,35770307.13,8467921.88,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,alutus
30070,Sebastes atrovirens,kelp rockfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,atrovirens
30080,Sebastes auriculatus,brown rockfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,auriculatus
